record_id,country_code,country_name,region,income_level,date,year,month,week,latitude,longitude,population_millions,temperature_celsius,temp_anomaly_celsius,precipitation_mm,heat_wave_days,drought_indicator,flood_indicator,extreme_weather_events,pm25_ugm3,air_quality_index,respiratory_disease_rate,cardio_mortality_rate,vector_disease_risk_score,waterborne_disease_incidents,heat_related_admissions,healthcare_access_index,gdp_per_capita_usd,mental_health_index,food_security_index
8186,BGD,Bangladesh,South Asia,Lower-Middle,2020-07-19,2020,7,29,23.68,90.35,165,5.61,-0.8,47.2,0,0,0,0,116.7,197.0,93.9,22.1,1.0,26.5,0.0,34.4,1737.0,68.0,89.4
8187,BGD,Bangladesh,South Asia,Lower-Middle,2020-07-26,2020,7,30,23.68,90.35,165,7.13,0.25,16.0,0,0,0,0,124.8,177.0,94.0,18.5,4.3,28.4,0.0,37.2,1737.0,73.1,87.8
8188,BGD,Bangladesh,South Asia,Lower-Middle,2020-08-02,2020,8,31,23.68,90.35,165,2.82,-0.39,49.7,0,0,0,0,67.4,75.0,83.3,31.6,3.4,29.9,0.0,41.9,1739.0,72.9,86.0
8189,BGD,Bangladesh,South Asia,Lower-Middle,2020-08-09,2020,8,32,23.68,90.35,165,7.63,-0.05,109.2,0,0,0,0,117.2,189.0,83.6,38.3,4.7,26.4,0.0,41.2,1739.0,69.9,85.0
8190,BGD,Bangladesh,South Asia,Lower-Middle,2020-08-16,2020,8,33,23.68,90.35,165,4.67,0.99,47.5,0,0,0,0,102.1,159.0,87.5,31.0,0.9,22.7,0.0,34.7,1739.0,70.5,89.0
8191,BGD,Bangladesh,South Asia,Lower-Middle,2020-08-23,2020,8,34,23.68,90.35,165,6.85,0.5,94.2,0,0,0,0,106.4,160.0,81.8,34.0,2.1,25.7,0.1,37.0,1739.0,70.5,86.4
8192,BGD,Bangladesh,South Asia,Lower-Middle,2020-08-30,2020,8,35,23.68,90.35,165,4.33,0.4,10.8,0,0,0,0,101.8,149.0,68.7,28.9,5.5,16.5,0.0,40.6,1739.0,65.5,87.3
8193,BGD,Bangladesh,South Asia,Lower-Middle,2020-09-06,2020,9,36,23.68,90.35,165,2.69,0.18,28.5,0,0,0,0,138.3,229.0,86.6,43.0,8.5,28.0,0.0,38.8,1742.0,76.4,96.8
8194,BGD,Bangladesh,South Asia,Lower-Middle,2020-09-13,2020,9,37,23.68,90.35,165,3.32,0.0,39.4,0,0,0,0,115.8,171.0,83.5,29.5,1.1,19.1,0.0,37.7,1742.0,70.6,82.1
8195,BGD,Bangladesh,South Asia,Lower-Middle,2020-09-20,2020,9,38,23.68,90.35,165,4.25,0.5,52.7,0,0,0,0,146.6,202.0,91.0,28.4,1.6,33.2,0.0,35.7,1742.0,72.3,90.4
8196,BGD,Bangladesh,South Asia,Lower-Middle,2020-09-27,2020,9,39,23.68,90.35,165,-0.71,-0.15,0.0,0,0,0,0,116.9,181.0,95.8,27.6,6.4,20.3,0.0,37.1,1742.0,68.1,84.5
8197,BGD,Bangladesh,South Asia,Lower-Middle,2020-10-04,2020,10,40,23.68,90.35,165,1.45,0.02,78.7,0,0,0,0,133.6,203.0,87.5,26.6,2.0,33.4,0.0,34.1,1745.0,60.5,79.6
8198,BGD,Bangladesh,South Asia,Lower-Middle,2020-10-11,2020,10,41,23.68,90.35,165,-2.86,-0.25,0.0,0,0,0,0,119.1,196.0,81.2,29.2,7.7,24.4,0.0,35.9,1745.0,65.5,86.4
8199,BGD,Bangladesh,South Asia,Lower-Middle,2020-10-18,2020,10,42,23.68,90.35,165,2.97,1.07,22.7,0,0,0,0,75.0,100.0,77.6,40.3,3.9,22.1,0.0,32.9,1745.0,69.3,83.1
8200,BGD,Bangladesh,South Asia,Lower-Middle,2020-10-25,2020,10,43,23.68,90.35,165,2.69,-0.67,21.3,0,1,0,1,93.8,98.0,82.7,35.7,4.2,31.2,0.0,37.1,1745.0,66.3,76.0
8201,BGD,Bangladesh,South Asia,Lower-Middle,2020-11-01,2020,11,44,23.68,90.35,165,8.26,0.37,0.0,0,0,0,0,139.0,203.0,82.7,34.8,10.2,25.8,3.1,35.2,1747.0,67.5,83.1
8202,BGD,Bangladesh,South Asia,Lower-Middle,2020-11-08,2020,11,45,23.68,90.35,165,7.11,0.71,39.0,0,0,0,0,127.6,183.0,99.1,31.1,7.8,31.5,0.0,40.8,1747.0,59.1,90.0
8203,BGD,Bangladesh,South Asia,Lower-Middle,2020-11-15,2020,11,46,23.68,90.35,165,5.78,0.58,50.3,0,0,0,0,90.3,134.0,92.7,34.8,2.8,32.1,0.0,35.1,1747.0,76.5,80.7
8204,BGD,Bangladesh,South Asia,Lower-Middle,2020-11-22,2020,11,47,23.68,90.35,165,8.94,-0.0,0.0,0,0,0,0,98.6,140.0,81.8,21.9,6.7,29.4,0.0,39.1,1747.0,74.5,84.1
8205,BGD,Bangladesh,South Asia,Lower-Middle,2020-11-29,2020,11,48,23.68,90.35,165,3.91,-0.03,71.6,0,0,0,0,84.3,132.0,60.2,25.5,0.2,31.9,0.0,41.6,1747.0,70.4,82.7
8206,BGD,Bangladesh,South Asia,Lower-Middle,2020-12-06,2020,12,49,23.68,90.35,165,9.76,0.29,119.7,0,0,0,0,91.2,123.0,87.5,24.4,5.1,29.1,0.0,35.1,1750.0,76.4,95.4
8207,BGD,Bangladesh,South Asia,Lower-Middle,2020-12-13,2020,12,50,23.68,90.35,165,9.31,0.35,89.0,0,0,0,0,114.6,161.0,79.5,24.0,2.2,22.2,0.0,41.4,1750.0,76.3,84.6
8208,BGD,Bangladesh,South Asia,Lower-Middle,2020-12-20,2020,12,51,23.68,90.35,165,5.88,-0.12,71.1,0,0,0,0,140.3,224.0,102.9,30.2,5.0,35.9,0.0,39.3,1750.0,69.8,82.8
8209,BGD,Bangladesh,South Asia,Lower-Middle,2020-12-27,2020,12,52,23.68,90.35,165,9.9,0.35,73.6,0,0,0,0,127.8,186.0,85.8,34.4,7.2,30.5,0.0,42.0,1750.0,71.3,85.3
8210,BGD,Bangladesh,South Asia,Lower-Middle,2021-01-03,2021,1,53,23.68,90.35,165,10.68,0.38,95.4,0,0,0,0,60.4,86.0,82.9,34.0,10.7,25.9,1.0,36.0,1752.0,73.7,83.5
8211,BGD,Bangladesh,South Asia,Lower-Middle,2021-01-10,2021,1,1,23.68,90.35,165,9.91,-0.04,94.4,0,0,0,0,148.1,232.0,80.7,31.0,2.7,21.5,4.1,41.3,1752.0,69.5,83.3
8212,BGD,Bangladesh,South Asia,Lower-Middle,2021-01-17,2021,1,2,23.68,90.35,165,11.3,-0.18,145.1,0,0,0,0,113.9,177.0,96.4,28.5,1.0,27.7,0.0,37.2,1752.0,72.2,96.3
8213,BGD,Bangladesh,South Asia,Lower-Middle,2021-01-24,2021,1,3,23.68,90.35,165,14.14,0.42,123.3,0,0,0,0,139.0,219.0,115.0,30.4,5.0,25.9,10.1,38.2,1752.0,81.0,84.0
8214,BGD,Bangladesh,South Asia,Lower-Middle,2021-01-31,2021,1,4,23.68,90.35,165,13.96,-0.26,100.7,0,0,0,0,107.3,144.0,90.7,28.0,7.9,36.1,6.9,37.2,1752.0,78.9,88.2
8215,BGD,Bangladesh,South Asia,Lower-Middle,2021-02-07,2021,2,5,23.68,90.35,165,14.47,-0.29,110.6,0,0,0,0,100.6,134.0,67.2,24.0,5.2,20.3,4.5,38.1,1755.0,69.7,77.2
8216,BGD,Bangladesh,South Asia,Lower-Middle,2021-02-14,2021,2,6,23.68,90.35,165,17.42,-0.12,77.4,0,0,0,0,63.3,94.0,65.9,27.8,6.0,17.3,15.9,39.4,1755.0,66.3,86.4
8217,BGD,Bangladesh,South Asia,Lower-Middle,2021-02-21,2021,2,7,23.68,90.35,165,19.99,-0.36,139.5,1,0,0,1,106.3,152.0,73.0,35.1,4.3,36.4,34.0,36.8,1755.0,63.2,94.4
8218,BGD,Bangladesh,South Asia,Lower-Middle,2021-02-28,2021,2,8,23.68,90.35,165,18.65,0.3,84.5,3,0,0,3,110.5,147.0,98.8,30.0,7.8,35.2,34.6,42.6,1755.0,74.1,91.0
8219,BGD,Bangladesh,South Asia,Lower-Middle,2021-03-07,2021,3,9,23.68,90.35,165,15.78,-0.53,97.8,0,0,0,0,71.9,148.0,72.1,27.8,9.9,24.7,12.3,42.4,1758.0,62.2,84.6
8220,BGD,Bangladesh,South Asia,Lower-Middle,2021-03-14,2021,3,10,23.68,90.35,165,21.14,0.36,113.5,1,0,0,1,50.1,100.0,51.4,27.5,14.7,31.1,38.5,35.6,1758.0,63.0,83.2
8221,BGD,Bangladesh,South Asia,Lower-Middle,2021-03-21,2021,3,11,23.68,90.35,165,17.22,0.05,114.2,2,0,0,2,119.1,186.0,89.7,33.7,4.1,33.0,31.1,38.5,1758.0,68.2,76.5
8222,BGD,Bangladesh,South Asia,Lower-Middle,2021-03-28,2021,3,12,23.68,90.35,165,20.09,0.69,112.7,0,0,0,0,158.9,251.0,83.3,29.1,22.5,29.9,8.5,30.5,1758.0,70.0,82.6
8223,BGD,Bangladesh,South Asia,Lower-Middle,2021-04-04,2021,4,13,23.68,90.35,165,18.81,-0.59,93.6,1,0,0,1,120.7,194.0,99.6,34.8,3.9,26.3,18.9,33.9,1760.0,71.3,86.6
8224,BGD,Bangladesh,South Asia,Lower-Middle,2021-04-11,2021,4,14,23.68,90.35,165,19.03,0.59,108.9,2,0,0,2,85.6,146.0,63.4,35.2,3.7,22.6,37.1,38.0,1760.0,77.5,88.3
8225,BGD,Bangladesh,South Asia,Lower-Middle,2021-04-18,2021,4,15,23.68,90.35,165,18.98,-0.13,72.1,0,0,0,0,88.0,112.0,62.6,30.0,9.0,28.4,19.0,37.8,1760.0,74.3,74.1
8226,BGD,Bangladesh,South Asia,Lower-Middle,2021-04-25,2021,4,16,23.68,90.35,165,19.11,-0.53,137.4,0,0,0,0,95.3,133.0,91.6,31.0,3.7,31.4,8.1,33.1,1760.0,71.6,87.4
8227,BGD,Bangladesh,South Asia,Lower-Middle,2021-05-02,2021,5,17,23.68,90.35,165,15.75,0.27,87.3,0,0,0,0,103.9,162.0,94.8,39.3,7.1,24.5,7.2,37.1,1763.0,73.7,77.4
8228,BGD,Bangladesh,South Asia,Lower-Middle,2021-05-09,2021,5,18,23.68,90.35,165,19.95,-0.7,129.3,0,0,0,0,95.6,126.0,74.5,20.6,2.9,24.1,20.7,35.5,1763.0,68.4,84.9
8229,BGD,Bangladesh,South Asia,Lower-Middle,2021-05-16,2021,5,19,23.68,90.35,165,13.6,-0.24,153.8,0,0,1,1,54.5,68.0,62.7,32.1,6.3,54.1,6.0,38.7,1763.0,54.5,68.9
8230,BGD,Bangladesh,South Asia,Lower-Middle,2021-05-23,2021,5,20,23.68,90.35,165,17.07,-0.11,115.6,0,0,0,0,138.1,202.0,102.2,33.0,4.4,22.6,4.5,37.5,1763.0,68.9,83.5
8231,BGD,Bangladesh,South Asia,Lower-Middle,2021-05-30,2021,5,21,23.68,90.35,165,13.78,0.46,93.8,0,0,0,0,104.7,134.0,81.3,36.9,4.2,19.1,4.0,29.1,1763.0,74.9,79.1
8232,BGD,Bangladesh,South Asia,Lower-Middle,2021-06-06,2021,6,22,23.68,90.35,165,14.18,-0.57,45.2,0,0,0,0,108.3,185.0,76.6,18.9,0.0,28.5,7.8,39.7,1765.0,69.2,90.9
8233,BGD,Bangladesh,South Asia,Lower-Middle,2021-06-13,2021,6,23,23.68,90.35,165,11.14,0.68,94.9,0,0,0,0,91.4,119.0,68.3,27.8,9.1,25.3,0.9,34.9,1765.0,59.3,80.1
8234,BGD,Bangladesh,South Asia,Lower-Middle,2021-06-20,2021,6,24,23.68,90.35,165,16.42,-0.02,77.8,0,0,0,0,120.7,174.0,82.0,19.8,7.4,27.1,19.1,36.9,1765.0,73.7,84.9
8235,BGD,Bangladesh,South Asia,Lower-Middle,2021-06-27,2021,6,25,23.68,90.35,165,10.52,-0.07,147.2,0,0,0,0,46.9,65.0,51.8,20.5,5.5,26.4,0.0,45.1,1765.0,78.4,79.9
8236,BGD,Bangladesh,South Asia,Lower-Middle,2021-07-04,2021,7,26,23.68,90.35,165,8.71,-0.47,69.3,0,0,0,0,121.3,176.0,83.3,31.3,9.1,32.8,8.2,34.4,1768.0,72.9,93.0
8237,BGD,Bangladesh,South Asia,Lower-Middle,2021-07-11,2021,7,27,23.68,90.35,165,8.84,0.31,54.7,0,0,0,0,121.4,173.0,96.8,33.6,3.0,39.5,0.0,35.1,1768.0,68.2,91.0
8238,BGD,Bangladesh,South Asia,Lower-Middle,2021-07-18,2021,7,28,23.68,90.35,165,5.6,-0.5,87.0,0,0,0,0,109.9,168.0,85.1,31.3,0.0,37.8,0.0,36.2,1768.0,68.3,90.6
8239,BGD,Bangladesh,South Asia,Lower-Middle,2021-07-25,2021,7,29,23.68,90.35,165,7.71,-0.64,25.3,0,1,0,1,73.7,116.0,89.2,28.7,12.2,33.3,0.0,39.2,1768.0,53.3,67.4
8240,BGD,Bangladesh,South Asia,Lower-Middle,2021-08-01,2021,8,30,23.68,90.35,165,4.39,-0.84,67.7,0,0,0,0,66.5,101.0,68.0,18.3,10.7,24.2,0.0,43.4,1771.0,76.5,82.4
8241,BGD,Bangladesh,South Asia,Lower-Middle,2021-08-08,2021,8,31,23.68,90.35,165,4.4,0.08,64.8,0,0,0,0,71.7,105.0,78.0,32.1,9.0,21.6,0.0,36.3,1771.0,67.4,81.6
8242,BGD,Bangladesh,South Asia,Lower-Middle,2021-08-15,2021,8,32,23.68,90.35,165,5.82,-0.22,30.4,0,0,0,0,122.1,202.0,97.7,31.3,1.6,22.7,0.0,35.3,1771.0,67.5,87.4
8243,BGD,Bangladesh,South Asia,Lower-Middle,2021-08-22,2021,8,33,23.68,90.35,165,5.54,-0.38,82.9,0,0,0,0,100.2,158.0,80.6,21.9,7.1,23.4,0.0,34.9,1771.0,60.9,82.2
8244,BGD,Bangladesh,South Asia,Lower-Middle,2021-08-29,2021,8,34,23.68,90.35,165,2.89,0.29,55.3,0,0,0,0,165.4,262.0,118.2,25.5,4.8,35.0,0.0,33.0,1771.0,70.9,89.3
8245,BGD,Bangladesh,South Asia,Lower-Middle,2021-09-05,2021,9,35,23.68,90.35,165,6.44,-0.36,24.6,0,0,0,0,93.5,121.0,82.6,20.1,1.3,27.3,0.0,40.2,1773.0,58.8,91.5
8246,BGD,Bangladesh,South Asia,Lower-Middle,2021-09-12,2021,9,36,23.68,90.35,165,5.05,-0.01,61.9,0,0,0,0,107.9,141.0,84.0,19.3,1.8,23.6,0.0,41.5,1773.0,78.5,75.2
8247,BGD,Bangladesh,South Asia,Lower-Middle,2021-09-19,2021,9,37,23.68,90.35,165,4.33,0.42,20.9,0,0,0,0,111.7,200.0,74.6,29.8,6.3,34.7,0.0,39.8,1773.0,64.0,78.9
8248,BGD,Bangladesh,South Asia,Lower-Middle,2021-09-26,2021,9,38,23.68,90.35,165,4.67,-0.62,91.9,0,0,0,0,63.4,83.0,54.3,30.5,9.2,32.4,0.0,37.7,1773.0,70.3,85.7
8249,BGD,Bangladesh,South Asia,Lower-Middle,2021-10-03,2021,10,39,23.68,90.35,165,3.98,0.02,20.3,0,0,0,0,134.3,193.0,71.7,25.0,7.5,35.7,0.0,34.2,1776.0,68.2,86.0
8250,BGD,Bangladesh,South Asia,Lower-Middle,2021-10-10,2021,10,40,23.68,90.35,165,3.95,-0.36,54.0,0,0,0,0,112.4,188.0,77.3,26.4,5.6,23.8,0.0,35.6,1776.0,62.2,81.4
8251,BGD,Bangladesh,South Asia,Lower-Middle,2021-10-17,2021,10,41,23.68,90.35,165,3.45,0.03,88.4,0,0,0,0,124.8,194.0,99.1,36.9,4.7,34.9,0.0,31.9,1776.0,62.0,75.4
8252,BGD,Bangladesh,South Asia,Lower-Middle,2021-10-24,2021,10,42,23.68,90.35,165,2.7,-0.39,104.8,0,0,0,0,101.1,149.0,66.5,28.1,2.8,27.6,0.0,35.4,1776.0,73.7,87.8
8253,BGD,Bangladesh,South Asia,Lower-Middle,2021-10-31,2021,10,43,23.68,90.35,165,4.29,0.2,78.6,0,0,0,0,107.8,167.0,97.5,24.1,6.9,25.0,0.0,34.4,1776.0,75.7,92.0
8254,BGD,Bangladesh,South Asia,Lower-Middle,2021-11-07,2021,11,44,23.68,90.35,165,-0.4,-0.16,61.6,0,0,0,0,107.7,163.0,74.0,28.8,3.9,37.6,0.0,34.8,1778.0,70.3,85.0
8255,BGD,Bangladesh,South Asia,Lower-Middle,2021-11-14,2021,11,45,23.68,90.35,165,3.39,0.34,54.5,0,0,0,0,125.6,174.0,90.2,34.6,3.4,31.6,0.0,36.1,1778.0,65.1,89.4
8256,BGD,Bangladesh,South Asia,Lower-Middle,2021-11-21,2021,11,46,23.68,90.35,165,8.58,-0.03,110.6,0,0,0,0,87.9,140.0,79.7,29.7,5.5,22.1,0.5,37.4,1778.0,60.4,80.7
8257,BGD,Bangladesh,South Asia,Lower-Middle,2021-11-28,2021,11,47,23.68,90.35,165,2.72,0.62,39.8,0,0,0,0,101.6,171.0,89.9,35.4,6.4,37.0,0.0,38.1,1778.0,59.4,88.8
8258,BGD,Bangladesh,South Asia,Lower-Middle,2021-12-05,2021,12,48,23.68,90.35,165,4.96,-0.22,120.6,0,0,0,0,93.3,144.0,79.7,26.6,7.0,38.3,0.0,35.7,1781.0,70.6,88.2
8259,BGD,Bangladesh,South Asia,Lower-Middle,2021-12-12,2021,12,49,23.68,90.35,165,8.46,0.25,43.5,0,0,0,0,105.7,169.0,64.9,33.4,0.0,24.2,4.4,33.9,1781.0,74.9,85.1
8260,BGD,Bangladesh,South Asia,Lower-Middle,2021-12-19,2021,12,50,23.68,90.35,165,10.79,-0.62,71.8,0,0,0,0,114.7,165.0,78.0,26.4,4.8,16.8,16.2,37.4,1781.0,72.5,92.7
8261,BGD,Bangladesh,South Asia,Lower-Middle,2021-12-26,2021,12,51,23.68,90.35,165,14.5,0.31,89.6,0,0,0,0,155.3,231.0,89.5,38.5,6.2,33.9,0.0,40.2,1781.0,64.9,85.3
8262,BGD,Bangladesh,South Asia,Lower-Middle,2022-01-02,2022,1,52,23.68,90.35,165,8.62,0.61,52.1,0,0,0,0,144.0,219.0,100.4,35.1,6.5,18.7,2.9,37.9,1784.0,67.1,89.5
8263,BGD,Bangladesh,South Asia,Lower-Middle,2022-01-09,2022,1,1,23.68,90.35,165,11.4,0.42,48.1,0,0,0,0,88.3,121.0,76.8,35.3,4.4,23.9,7.0,35.0,1784.0,78.8,83.7
8264,BGD,Bangladesh,South Asia,Lower-Middle,2022-01-16,2022,1,2,23.68,90.35,165,12.95,0.32,71.2,0,0,0,0,115.6,190.0,83.3,23.2,6.0,22.7,5.7,35.8,1784.0,71.3,82.1
8265,BGD,Bangladesh,South Asia,Lower-Middle,2022-01-23,2022,1,3,23.68,90.35,165,12.75,0.75,76.8,0,0,0,0,110.3,137.0,82.1,38.7,9.7,31.3,3.5,35.1,1784.0,68.5,86.3
8266,BGD,Bangladesh,South Asia,Lower-Middle,2022-01-30,2022,1,4,23.68,90.35,165,14.96,0.14,92.4,0,0,0,0,124.4,169.0,94.1,36.8,4.3,29.4,11.4,36.7,1784.0,77.3,81.2
8267,BGD,Bangladesh,South Asia,Lower-Middle,2022-02-06,2022,2,5,23.68,90.35,165,16.5,0.2,139.9,2,0,0,2,59.9,88.0,71.8,40.4,11.5,36.9,22.0,38.4,1786.0,65.4,84.3
8268,BGD,Bangladesh,South Asia,Lower-Middle,2022-02-13,2022,2,6,23.68,90.35,165,13.88,-0.13,120.7,0,0,0,0,74.1,118.0,82.0,34.9,6.2,31.9,0.4,32.6,1786.0,73.0,95.4
8269,BGD,Bangladesh,South Asia,Lower-Middle,2022-02-20,2022,2,7,23.68,90.35,165,18.93,0.37,151.8,1,0,0,1,61.8,65.0,55.5,30.3,5.2,18.6,26.0,40.8,1786.0,69.3,87.9
8270,BGD,Bangladesh,South Asia,Lower-Middle,2022-02-27,2022,2,8,23.68,90.35,165,18.44,-0.04,82.1,0,0,0,0,139.5,208.0,83.1,31.3,3.9,26.1,22.9,38.1,1786.0,71.5,91.1
8271,BGD,Bangladesh,South Asia,Lower-Middle,2022-03-06,2022,3,9,23.68,90.35,165,16.85,0.17,154.8,2,0,1,3,66.2,80.0,81.5,35.9,0.4,55.0,21.0,35.7,1789.0,63.4,74.7
8272,BGD,Bangladesh,South Asia,Lower-Middle,2022-03-13,2022,3,10,23.68,90.35,165,17.4,-0.3,113.8,2,0,0,2,45.6,58.0,76.7,25.4,4.0,39.3,33.3,39.2,1789.0,71.7,85.9
8273,BGD,Bangladesh,South Asia,Lower-Middle,2022-03-20,2022,3,11,23.68,90.35,165,21.31,0.55,158.4,0,0,0,0,89.3,128.0,64.8,35.1,44.7,25.1,20.8,36.2,1789.0,62.5,80.3
8274,BGD,Bangladesh,South Asia,Lower-Middle,2022-03-27,2022,3,12,23.68,90.35,165,18.34,-0.27,68.7,1,0,0,1,135.3,206.0,90.5,34.4,6.0,29.4,14.6,37.7,1789.0,74.7,84.1
8275,BGD,Bangladesh,South Asia,Lower-Middle,2022-04-03,2022,4,13,23.68,90.35,165,17.39,0.48,105.4,2,0,0,2,171.0,267.0,95.8,36.0,9.3,29.0,38.2,33.1,1791.0,66.0,87.3
8276,BGD,Bangladesh,South Asia,Lower-Middle,2022-04-10,2022,4,14,23.68,90.35,165,21.03,-0.41,123.0,0,0,0,0,68.4,112.0,68.1,24.0,56.5,24.1,19.9,39.6,1791.0,63.4,85.4
8277,BGD,Bangladesh,South Asia,Lower-Middle,2022-04-17,2022,4,15,23.68,90.35,165,19.32,-0.02,175.1,1,0,0,1,57.3,102.0,74.4,33.3,4.9,37.2,27.3,41.1,1791.0,67.7,79.7
8278,BGD,Bangladesh,South Asia,Lower-Middle,2022-04-24,2022,4,16,23.68,90.35,165,18.06,0.26,162.5,2,0,0,2,78.0,124.0,68.9,32.6,0.0,23.2,33.7,28.1,1791.0,71.9,89.6
8279,BGD,Bangladesh,South Asia,Lower-Middle,2022-05-01,2022,5,17,23.68,90.35,165,18.08,0.68,136.6,2,0,0,2,90.7,144.0,83.5,35.2,2.1,27.3,35.9,39.1,1794.0,73.2,84.5
8280,BGD,Bangladesh,South Asia,Lower-Middle,2022-05-08,2022,5,18,23.68,90.35,165,15.51,0.17,148.2,0,0,0,0,109.6,198.0,84.3,38.9,2.6,33.5,4.5,30.4,1794.0,71.4,90.7
8281,BGD,Bangladesh,South Asia,Lower-Middle,2022-05-15,2022,5,19,23.68,90.35,165,15.4,0.02,124.6,0,0,0,0,89.4,115.0,81.3,20.3,10.2,22.3,7.0,34.6,1794.0,66.7,86.0
8282,BGD,Bangladesh,South Asia,Lower-Middle,2022-05-22,2022,5,20,23.68,90.35,165,12.32,0.04,70.8,0,0,0,0,115.4,153.0,70.4,26.6,6.8,26.7,13.5,37.5,1794.0,78.6,92.1
8283,BGD,Bangladesh,South Asia,Lower-Middle,2022-05-29,2022,5,21,23.68,90.35,165,15.03,1.13,81.5,0,0,0,0,111.9,165.0,78.5,36.5,4.6,32.7,2.1,39.1,1794.0,67.0,83.8
8284,BGD,Bangladesh,South Asia,Lower-Middle,2022-06-05,2022,6,22,23.68,90.35,165,14.46,-0.38,62.9,0,0,0,0,144.2,229.0,78.2,29.3,5.2,32.2,7.2,34.4,1797.0,73.3,84.4
8285,BGD,Bangladesh,South Asia,Lower-Middle,2022-06-12,2022,6,23,23.68,90.35,165,10.84,0.25,66.3,0,0,0,0,101.4,166.0,79.4,25.5,2.7,31.3,0.0,34.3,1797.0,71.3,92.7
8286,BGD,Bangladesh,South Asia,Lower-Middle,2022-06-19,2022,6,24,23.68,90.35,165,14.63,0.67,112.9,0,0,0,0,91.3,141.0,76.4,33.3,2.4,19.5,1.6,45.2,1797.0,77.8,97.0
8287,BGD,Bangladesh,South Asia,Lower-Middle,2022-06-26,2022,6,25,23.68,90.35,165,11.31,-0.19,96.2,0,0,0,0,85.0,153.0,76.5,31.7,0.4,32.0,0.0,34.0,1797.0,75.1,81.4
8288,BGD,Bangladesh,South Asia,Lower-Middle,2022-07-03,2022,7,26,23.68,90.35,165,11.65,0.1,32.8,0,0,0,0,92.9,147.0,71.3,28.6,4.6,23.3,0.0,40.4,1799.0,65.2,93.5
8289,BGD,Bangladesh,South Asia,Lower-Middle,2022-07-10,2022,7,27,23.68,90.35,165,9.62,0.03,100.3,0,0,0,0,91.8,108.0,71.2,31.9,4.0,29.0,0.0,41.6,1799.0,79.0,85.9
8290,BGD,Bangladesh,South Asia,Lower-Middle,2022-07-17,2022,7,28,23.68,90.35,165,10.01,-0.04,124.0,0,0,0,0,148.5,217.0,93.1,35.3,8.1,25.8,0.8,39.1,1799.0,68.8,75.4
8291,BGD,Bangladesh,South Asia,Lower-Middle,2022-07-24,2022,7,29,23.68,90.35,165,9.97,-0.97,97.6,0,0,0,0,82.8,119.0,67.0,30.3,5.1,17.7,0.0,36.7,1799.0,73.7,90.4
8292,BGD,Bangladesh,South Asia,Lower-Middle,2022-07-31,2022,7,30,23.68,90.35,165,6.68,0.73,61.3,0,0,0,0,128.8,172.0,84.8,33.4,11.6,25.1,0.0,37.7,1799.0,73.5,89.8
8293,BGD,Bangladesh,South Asia,Lower-Middle,2022-08-07,2022,8,31,23.68,90.35,165,7.86,0.25,107.7,0,0,0,0,134.4,216.0,98.7,42.3,5.4,23.3,0.0,39.3,1802.0,73.2,84.6
8294,BGD,Bangladesh,South Asia,Lower-Middle,2022-08-14,2022,8,32,23.68,90.35,165,2.92,0.22,130.8,0,0,0,0,115.3,185.0,73.7,23.6,3.0,33.1,0.0,40.5,1802.0,76.4,96.1
8295,BGD,Bangladesh,South Asia,Lower-Middle,2022-08-21,2022,8,33,23.68,90.35,165,3.73,-0.06,44.9,0,0,0,0,58.4,68.0,68.8,26.8,5.9,27.1,0.0,34.0,1802.0,76.2,85.7
8296,BGD,Bangladesh,South Asia,Lower-Middle,2022-08-28,2022,8,34,23.68,90.35,165,5.48,0.94,25.4,0,0,0,0,85.8,111.0,65.9,31.4,2.3,27.8,0.0,39.4,1802.0,72.8,82.5
8297,BGD,Bangladesh,South Asia,Lower-Middle,2022-09-04,2022,9,35,23.68,90.35,165,1.87,1.17,1.0,0,0,0,0,120.6,169.0,103.0,33.2,4.5,20.7,0.0,42.7,1804.0,67.6,90.3
8298,BGD,Bangladesh,South Asia,Lower-Middle,2022-09-11,2022,9,36,23.68,90.35,165,5.42,0.93,85.3,0,0,0,0,95.7,165.0,78.5,28.5,4.2,25.0,0.0,38.3,1804.0,68.0,88.7
8299,BGD,Bangladesh,South Asia,Lower-Middle,2022-09-18,2022,9,37,23.68,90.35,165,3.17,0.21,40.7,0,0,0,0,82.6,117.0,82.7,25.3,5.8,29.2,0.0,34.6,1804.0,75.3,89.6
8300,BGD,Bangladesh,South Asia,Lower-Middle,2022-09-25,2022,9,38,23.68,90.35,165,1.38,0.29,0.0,0,0,0,0,89.2,131.0,69.9,29.9,10.7,18.5,0.0,32.7,1804.0,69.8,89.4
8301,BGD,Bangladesh,South Asia,Lower-Middle,2022-10-02,2022,10,39,23.68,90.35,165,5.27,0.12,23.9,0,0,0,0,99.6,128.0,72.0,26.0,3.0,28.1,0.0,42.1,1807.0,68.3,91.0
8302,BGD,Bangladesh,South Asia,Lower-Middle,2022-10-09,2022,10,40,23.68,90.35,165,5.73,0.01,28.4,0,0,0,0,122.3,172.0,64.7,26.7,8.7,27.4,0.0,29.8,1807.0,72.8,83.9
8303,BGD,Bangladesh,South Asia,Lower-Middle,2022-10-16,2022,10,41,23.68,90.35,165,0.19,-0.2,42.2,0,0,0,0,140.5,201.0,103.3,33.8,3.1,28.8,0.0,39.2,1807.0,72.4,85.3
